edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1924 Summer Olympics,8,ARG,Weightlifting,"Middleweight, Men",28613,Ángel Rovere,55109,11,,FALSE
1924 Summer Olympics,8,ARG,Weightlifting,"Middleweight, Men",28613,Alfredo Pianta,55107,12,,FALSE
1924 Summer Olympics,8,ARG,Weightlifting,"Light-Heavyweight, Men",28637,Carlos Bergara,55091,5,,FALSE
1928 Summer Olympics,9,ARG,Weightlifting,"Featherweight, Men",28688,Casimiro Vega,55115,21,,FALSE
1928 Summer Olympics,9,ARG,Weightlifting,"Lightweight, Men",28702,César Garibaldi,55101,DNF,,FALSE
1928 Summer Olympics,9,ARG,Weightlifting,"Middleweight, Men",28716,Alfredo Pianta,55107,9,,FALSE
1932 Summer Olympics,10,ARG,Weightlifting,"Middleweight, Men",28786,Julio Juaneda,55102,6,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Featherweight, Men",28912,Alfonso Fiorentino,55098,21,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Lightweight, Men",28926,Salvador Lo Presti,55104,18,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Lightweight, Men",28926,Hugo D'Atri,55094,20,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Middleweight, Men",28940,Julio Bonnet,55092,18,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Middleweight, Men",28940,Juan Russo,55110,20,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Light-Heavyweight, Men",28954,Osvaldo Forte,55099,5,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Heavyweight, Men",28968,Hugo Vallarino,55114,11,,FALSE
1948 Summer Olympics,12,ARG,Weightlifting,"Heavyweight, Men",28968,Leopoldo Briola,55093,13,,FALSE
1952 Summer Olympics,13,ARG,Weightlifting,"Middleweight, Men",29027,Ángel Sposato,55113,7,,FALSE
1952 Summer Olympics,13,ARG,Weightlifting,"Light-Heavyweight, Men",29043,Osvaldo Forte,55099,7,,FALSE
1952 Summer Olympics,13,ARG,Weightlifting,"Middle-Heavyweight, Men",29057,Héctor Rensonnet,55108,7,,FALSE
1952 Summer Olympics,13,ARG,Weightlifting,"Heavyweight, Men",29073,Humberto Selvetti,55111,3,Bronze,FALSE
1952 Summer Olympics,13,ARG,Weightlifting,"Heavyweight, Men",29073,Norberto Ferreira,55096,6,,FALSE
1956 Summer Olympics,14,ARG,Weightlifting,"Middle-Heavyweight, Men",29158,Carlos Seigelshifer,55112,AC,,FALSE
1956 Summer Olympics,14,ARG,Weightlifting,"Heavyweight, Men",29172,Humberto Selvetti,55111,2,Silver,FALSE
1964 Summer Olympics,16,ARG,Weightlifting,"Light-Heavyweight, Men",29341,Martín Eguiguren,55095,AC,,FALSE
1964 Summer Olympics,16,ARG,Weightlifting,"Heavyweight, Men",29369,Humberto Selvetti,55111,17,,FALSE
1968 Summer Olympics,17,ARG,Weightlifting,"Middle-Heavyweight, Men",29457,Óscar Nobua,55106,AC,,FALSE
1992 Summer Olympics,23,ARG,Weightlifting,"Featherweight, Men",29996,Gustavo Majauskas,55105,24,,FALSE
1992 Summer Olympics,23,ARG,Weightlifting,"Featherweight, Men",29996,Marcelo Gandolfo,55100,26,,FALSE
1996 Summer Olympics,24,ARG,Weightlifting,"Featherweight, Men",30086,Gustavo Majauskas,55105,20,,FALSE
1996 Summer Olympics,24,ARG,Weightlifting,"Lightweight, Men",30095,Marcelo Gandolfo,55100,24,,FALSE
1996 Summer Olympics,24,ARG,Weightlifting,"Lightweight, Men",30095,Gabriel Lemme,55103,DNF,,FALSE
2000 Summer Olympics,25,ARG,Weightlifting,"Middle-Heavyweight, Men",30206,Darío Lecman,94903,19,,FALSE
2000 Summer Olympics,25,ARG,Weightlifting,"Middleweight, Women",30260,Nora Köppel,94902,8,,FALSE
2004 Summer Olympics,26,ARG,Weightlifting,"Middle-Heavyweight, Men",30341,Darío Lecman,94903,17,,FALSE
2004 Summer Olympics,26,ARG,Weightlifting,"Heavyweight, Women",30413,Nora Köppel,94902,9,,FALSE
2008 Summer Olympics,53,ARG,Weightlifting,"Middleweight, Men",263024,Carlos Espeleta,116367,19,,FALSE
2016 Summer Olympics,59,ARG,Weightlifting,"Middleweight, Women",354389,Joana Palacios,128928,11,,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Featherweight, Men",28540,Frans De Haes,55243,1,Gold,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Featherweight, Men",28540,Louis De Haes,55244,7,,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Lightweight, Men",28545,Louis Williquet,55264,2,Silver,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Lightweight, Men",28545,Georges Rooms,55255,3,Bronze,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Middleweight, Men",28550,René Marchand,55250,7,,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Middleweight, Men",28550,Georges De Proft,55245,AC,,FALSE
1920 Summer Olympics,7,BEL,Weightlifting,"Light-Heavyweight, Men",28555,Leonard Van De Roye,55257,8,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Featherweight, Men",28565,Nicolaas Moerloos,29432,12,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Featherweight, Men",28565,Albert Maes,55249,13,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Lightweight, Men",28589,Gaston Butter,55238,9,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Middleweight, Men",28613,Maurice Vandergoten,55262,12,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Middleweight, Men",28613,Victor Van Hamme,55258,16,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Middleweight, Men",28613,Nicolas Horsch,55247,19,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Light-Heavyweight, Men",28637,Fred Verdonck,55263,17,,FALSE
1924 Summer Olympics,8,BEL,Weightlifting,"Heavyweight, Men",28661,Gustaaf Bernart,55237,9,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Featherweight, Men",28688,Ferdinand Renier,55254,11,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Featherweight, Men",28688,Albert Maes,55249,16,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Lightweight, Men",28702,Victor Van Hamme,55258,12,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Lightweight, Men",28702,J. Adriaenssens,55235,DNF,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Middleweight, Men",28716,John Van Rompaey,55260,8,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Middleweight, Men",28716,Maurice Vandergoten,55262,11,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Light-Heavyweight, Men",28730,Jules Vandergoten,55261,13,,FALSE
1928 Summer Olympics,9,BEL,Weightlifting,"Heavyweight, Men",28744,Marcel Panen,55252,15,,FALSE
1948 Summer Olympics,12,BEL,Weightlifting,"Featherweight, Men",28912,Henri Colans,55241,19,,FALSE
1948 Summer Olympics,12,BEL,Weightlifting,"Lightweight, Men",28926,Théophile Huyge,55248,17,,FALSE
1948 Summer Olympics,12,BEL,Weightlifting,"Heavyweight, Men",28968,Robert Allart,55236,7,,FALSE
1952 Summer Olympics,13,BEL,Weightlifting,"Featherweight, Men",28998,Henri Colans,55241,20,,FALSE
1952 Summer Olympics,13,BEL,Weightlifting,"Middle-Heavyweight, Men",29057,Robert Allart,55236,AC,,FALSE
1956 Summer Olympics,14,BEL,Weightlifting,"Light-Heavyweight, Men",29143,Willy Claes,55240,9,,FALSE
1960 Summer Olympics,15,BEL,Weightlifting,"Lightweight, Men",29214,Clément Haeyen,55246,20,,FALSE
1960 Summer Olympics,15,BEL,Weightlifting,"Light-Heavyweight, Men",29242,Willy Claes,55240,8,,FALSE
1964 Summer Olympics,16,BEL,Weightlifting,"Heavyweight, Men",29369,Serge Reding,55253,10,,FALSE
1968 Summer Olympics,17,BEL,Weightlifting,"Middle-Heavyweight, Men",29457,Jean-Pierre Van Lerberghe,55259,13,,FALSE
1968 Summer Olympics,17,BEL,Weightlifting,"Heavyweight, Men",29473,Serge Reding,55253,2,Silver,FALSE
1972 Summer Olympics,18,BEL,Weightlifting,"Super-Heavyweight, Men",29603,Serge Reding,55253,DNF,,FALSE
1976 Summer Olympics,19,BEL,Weightlifting,"Middle-Heavyweight, Men",29674,Jean-Pierre Van Lerberghe,55259,10,,FALSE
1980 Summer Olympics,20,BEL,Weightlifting,"Flyweight, Men",29702,Giuseppe Chiapparo,55239,12,,FALSE
1980 Summer Olympics,20,BEL,Weightlifting,"Light-Heavyweight, Men",29751,Serge Van Cottom,55256,DNF,,FALSE
1980 Summer Olympics,20,BEL,Weightlifting,"Middle-Heavyweight, Men",29760,Hugo De Grauwe,55242,DNF,,FALSE
2000 Summer Olympics,25,BEL,Weightlifting,"Lightweight, Men",30178,François Demeure,94918,12,,FALSE
2000 Summer Olympics,25,BEL,Weightlifting,"Lightweight, Women",30251,Ingeborg Marx,94919,11,,FALSE
2008 Summer Olympics,53,BEL,Weightlifting,"Bantamweight, Men",262997,Tom Goegebuer,116310,13,,FALSE
2012 Summer Olympics,54,BEL,Weightlifting,"Bantamweight, Men",331018,Tom Goegebuer,116310,10,,FALSE
2016 Summer Olympics,59,BEL,Weightlifting,"Bantamweight, Men",354290,Tom Goegebuer,116310,14,,FALSE
2020 Summer Olympics,61,BEL,Weightlifting,"Flyweight, Women",19002083,Nina Sterckx,140988,5,,FALSE
2020 Summer Olympics,61,BEL,Weightlifting,"Super-Heavyweight, Women",19002137,Anna Van Bellinghen,140987,11,,FALSE
1960 Summer Olympics,15,IRQ,Weightlifting,"Bantamweight, Men",29186,Hussain Hassan,56076,8,,FALSE
1960 Summer Olympics,15,IRQ,Weightlifting,"Bantamweight, Men",29186,Zuhair Elia Mansour,56085,15,,FALSE
1960 Summer Olympics,15,IRQ,Weightlifting,"Lightweight, Men",29214,Abdul Wahid Aziz,56090,3,Bronze,FALSE
1960 Summer Olympics,15,IRQ,Weightlifting,"Light-Heavyweight, Men",29242,Shakir Salman,56088,9,,FALSE
1960 Summer Olympics,15,IRQ,Weightlifting,"Heavyweight, Men",29270,Hadi Abdul Jabbar,56070,10,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Featherweight, Men",29299,Zuhair Elia Mansour,56085,14,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Lightweight, Men",29313,Mahmoud Rashid,56087,10,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Lightweight, Men",29313,Aziz Abbas,56069,12,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Middleweight, Men",29327,Mohammed Nadum,56086,10,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Middle-Heavyweight, Men",29355,Shakir Mahmoud,56089,17,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Heavyweight, Men",29369,Abdul Khalik Juad,56078,16,,FALSE
1964 Summer Olympics,16,IRQ,Weightlifting,"Heavyweight, Men",29369,Hadi Abdul Jabbar,56070,19,,FALSE
1968 Summer Olympics,17,IRQ,Weightlifting,"Lightweight, Men",29413,Zuhair Elia Mansour,56085,11,,FALSE
1980 Summer Olympics,20,IRQ,Weightlifting,"Bantamweight, Men",29713,Abdul Karim Gizar,56074,12,,FALSE
1980 Summer Olympics,20,IRQ,Weightlifting,"Featherweight, Men",29722,Fajsal Matloub Fat'hi,56073,10,,FALSE
1980 Summer Olympics,20,IRQ,Weightlifting,"Lightweight, Men",29731,Mohammed Yaseen Mohammed,56083,17,,FALSE
1980 Summer Olympics,20,IRQ,Weightlifting,"Light-Heavyweight, Men",29751,Talal Hassoun Abdul Kader,56075,11,,FALSE
1980 Summer Olympics,20,IRQ,Weightlifting,"Heavyweight II, Men",29779,Ali Abdul Kader Maneer,56084,11,,FALSE
1984 Summer Olympics,21,IRQ,Weightlifting,"Middleweight, Men",29834,Mohammed Yaseen Mohammed,56083,6,,FALSE
1984 Summer Olympics,21,IRQ,Weightlifting,"Middle-Heavyweight, Men",29852,Mohammed Taher Mohammed,56082,17,,FALSE
1992 Summer Olympics,23,IRQ,Weightlifting,"Featherweight, Men",29996,Riadh Khedher,56081,19,,FALSE
1992 Summer Olympics,23,IRQ,Weightlifting,"Light-Heavyweight, Men",30023,Saleh Khadim,56080,12,,FALSE
1992 Summer Olympics,23,IRQ,Weightlifting,"Middle-Heavyweight, Men",30032,Atallah Abdullah,56071,DNF,,FALSE
1992 Summer Olympics,23,IRQ,Weightlifting,"Heavyweight I, Men",30041,Nazar Kadir,56079,9,,FALSE
1992 Summer Olympics,23,IRQ,Weightlifting,"Heavyweight II, Men",30050,Mohammed Jowad,56077,14,,FALSE
1996 Summer Olympics,24,IRQ,Weightlifting,"Heavyweight I, Men",30132,Raed Ahmed,56072,23,,FALSE
2004 Summer Olympics,26,IRQ,Weightlifting,"Bantamweight, Men",30296,Mohammed Ali,103550,10,,FALSE
2012 Summer Olympics,54,IRQ,Weightlifting,"Light-Heavyweight, Men",331081,Safaa Raashid,121720,10,,FALSE
2016 Summer Olympics,59,IRQ,Weightlifting,"Heavyweight, Men",354344,Salwan Jasim Al-Aifuri,134566,9,,FALSE
1952 Summer Olympics,13,INA,Weightlifting,"Lightweight, Men",29012,Thio Ging Hwie,56004,8,,FALSE
1956 Summer Olympics,14,INA,Weightlifting,"Featherweight, Men",29101,Liem Kim Leng,55995,15,,FALSE
1960 Summer Olympics,15,INA,Weightlifting,"Bantamweight, Men",29186,Tan Tjoe Gwat,56003,17,,FALSE
1960 Summer Olympics,15,INA,Weightlifting,"Featherweight, Men",29200,Asber Nasution,55996,DNF,,FALSE
1968 Summer Olympics,17,INA,Weightlifting,"Bantamweight, Men",29384,Charlie Depthios,55988,DNF,,FALSE
1968 Summer Olympics,17,INA,Weightlifting,"Featherweight, Men",29398,Madek Kasman,55992,13,,FALSE
1968 Summer Olympics,17,INA,Weightlifting,"Light-Heavyweight, Men",29442,Irsan Husen,55991,DNF,,FALSE
1972 Summer Olympics,18,INA,Weightlifting,"Flyweight, Men",29487,Charlie Depthios,55988,9,,FALSE
1976 Summer Olympics,19,INA,Weightlifting,"Lightweight, Men",29647,Warino Lestanto,55994,17,,FALSE
1984 Summer Olympics,21,INA,Weightlifting,"Flyweight, Men",29797,Maman Suryaman,56002,5,,FALSE
1984 Summer Olympics,21,INA,Weightlifting,"Bantamweight, Men",29807,Hadi Wihardja,56006,NVL,,FALSE
1984 Summer Olympics,21,INA,Weightlifting,"Featherweight, Men",29816,Sori Enda Nasution,55997,7,,FALSE
1988 Summer Olympics,22,INA,Weightlifting,"Flyweight, Men",29888, Sodikin,55999,15,,FALSE
1988 Summer Olympics,22,INA,Weightlifting,"Bantamweight, Men",29897,Dirdja Wihardja,56005,4,,FALSE
1988 Summer Olympics,22,INA,Weightlifting,"Bantamweight, Men",29897,Yon Haryono,55990,18,,FALSE
1988 Summer Olympics,22,INA,Weightlifting,"Featherweight, Men",29906,Catur Mei Studi,56000,DNF,,FALSE
1988 Summer Olympics,22,INA,Weightlifting,"Middleweight, Men",29924,I Nyoman Sudarma,56001,10,,FALSE
1992 Summer Olympics,23,INA,Weightlifting,"Flyweight, Men",29978,Enosh Depthios,55989,DNF,,FALSE
1992 Summer Olympics,23,INA,Weightlifting,"Bantamweight, Men",29987, Sodikin,55999,10,,FALSE
1992 Summer Olympics,23,INA,Weightlifting,"Featherweight, Men",29996,Sugiono Katijo,55993,14,,FALSE
1992 Summer Olympics,23,INA,Weightlifting,"Middleweight, Men",30014,I Nyoman Sudarma,56001,23,,FALSE
1996 Summer Olympics,24,INA,Weightlifting,"Flyweight, Men",30068,Hari Setiawan,55998,12,,FALSE
2000 Summer Olympics,25,INA,Weightlifting,"Flyweight, Women",30233,Raema Lisa Rumbewas,94740,2,Silver,FALSE
2000 Summer Olympics,25,INA,Weightlifting,"Flyweight, Women",30233,Sri Indriyani,94739,3,Bronze,FALSE
2000 Summer Olympics,25,INA,Weightlifting,"Featherweight, Women",30242,Winarni Binti Slamet,94741,3,Bronze,FALSE
2004 Summer Olympics,26,INA,Weightlifting,"Bantamweight, Men",30296,Jadi Setiadi,103549,8,,FALSE
2004 Summer Olympics,26,INA,Weightlifting,"Featherweight, Men",30305,Gustar Junianto,103558,5,,FALSE
2004 Summer Olympics,26,INA,Weightlifting,"Featherweight, Men",30305,Sunarto Rasidi,103559,8,,FALSE
2004 Summer Olympics,26,INA,Weightlifting,"Flyweight, Women",30368, Rosmainar,103529,DNF,,FALSE
2004 Summer Olympics,26,INA,Weightlifting,"Featherweight, Women",30377,Raema Lisa Rumbewas,94740,2,Silver,FALSE
2004 Summer Olympics,26,INA,Weightlifting,"Lightweight, Women",30386,Patmawati Abdul Wahid,103540,8,,FALSE
2008 Summer Olympics,53,INA,Weightlifting,"Bantamweight, Men",262997,Eko Yuli Irawan,116304,3,Bronze,FALSE
2008 Summer Olympics,53,INA,Weightlifting,"Featherweight, Men",263006, Triyatno,116316,3,Bronze,FALSE
2008 Summer Olympics,53,INA,Weightlifting,"Lightweight, Men",263015,Edi Kurniawan,116337,10,,FALSE
2008 Summer Olympics,53,INA,Weightlifting,"Middleweight, Men",263024,Sandow Nasution,116359,11,,FALSE
2008 Summer Olympics,53,INA,Weightlifting,"Featherweight, Women",263078,Raema Lisa Rumbewas,94740,3,Bronze,FALSE
2012 Summer Olympics,54,INA,Weightlifting,"Bantamweight, Men",331018,Jadi Setiadi,103549,4,,FALSE
2012 Summer Olympics,54,INA,Weightlifting,"Featherweight, Men",331036,Eko Yuli Irawan,116304,3,Bronze,FALSE
2012 Summer Olympics,54,INA,Weightlifting,"Featherweight, Men",331036,Muhamad Hasbi,124660,7,,FALSE
2012 Summer Olympics,54,INA,Weightlifting,"Lightweight, Men",331054, Triyatno,116316,2,Silver,FALSE
2012 Summer Olympics,54,INA,Weightlifting,"Lightweight, Men",331054, Deni,125571,9,,FALSE
2012 Summer Olympics,54,INA,Weightlifting,"Featherweight, Women",331009,Citra Febrianti,124664,2,Silver,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Featherweight, Men",354299,Eko Yuli Irawan,116304,2,Silver,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Featherweight, Men",354299,Muhamad Hasbi,124660,7,,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Lightweight, Men",354308, Triyatno,116316,9,,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Lightweight, Men",354308,I Ketut Ariana,134414,DNF,,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Middleweight, Men",354317, Deni,125571,11,,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Flyweight, Women",354362,Sri Wahyuni Agustiani,130535,2,Silver,FALSE
2016 Summer Olympics,59,INA,Weightlifting,"Featherweight, Women",354371,Dewi Safitri,130534,7,,FALSE
2020 Summer Olympics,61,INA,Weightlifting,"Featherweight, Men",19002020,Eko Yuli Irawan,116304,2,Silver,FALSE
2020 Summer Olympics,61,INA,Weightlifting,"Lightweight, Men",19002029, Deni,125571,9,,FALSE
2020 Summer Olympics,61,INA,Weightlifting,"Middleweight, Men",19002038,Rahmat Abdullah,143717,3,Bronze,FALSE
2020 Summer Olympics,61,INA,Weightlifting,"Flyweight, Women",19002083,Windy Cantika Aisah,143708,3,Bronze,FALSE
2020 Summer Olympics,61,INA,Weightlifting,"Super-Heavyweight, Women",19002137,Nurul Akmal,143707,5,,FALSE
2012 Summer Olympics,54,HKG,Weightlifting,"Featherweight, Women",331009,Yu Weili,120243,7,,FALSE
1952 Summer Olympics,13,BRA,Weightlifting,"Light-Heavyweight, Men",29043,Silvino Robin,55275,16,,FALSE
1952 Summer Olympics,13,BRA,Weightlifting,"Middle-Heavyweight, Men",29057,Bruno Barabani,55269,14,,FALSE
1952 Summer Olympics,13,BRA,Weightlifting,"Heavyweight, Men",29073,Waldemar da Silveira,55277,12,,FALSE
1956 Summer Olympics,14,BRA,Weightlifting,"Lightweight, Men",29115,Américo Ferreira,55268,14,,FALSE
1956 Summer Olympics,14,BRA,Weightlifting,"Middle-Heavyweight, Men",29158,Bruno Barabani,55269,12,,FALSE
1960 Summer Olympics,15,BRA,Weightlifting,"Middle-Heavyweight, Men",29256,Bruno Barabani,55269,15,,FALSE
1968 Summer Olympics,17,BRA,Weightlifting,"Middleweight, Men",29428,Luiz de Almeida,55274,13,,FALSE
1972 Summer Olympics,18,BRA,Weightlifting,"Light-Heavyweight, Men",29560,Luiz de Almeida,55274,15,,FALSE
1972 Summer Olympics,18,BRA,Weightlifting,"Super-Heavyweight, Men",29603,Thamer Chaim,55270,11,,FALSE
1976 Summer Olympics,19,BRA,Weightlifting,"Bantamweight, Men",29628,Paulo de Sene,55273,16,,FALSE
1980 Summer Olympics,20,BRA,Weightlifting,"Flyweight, Men",29702,Durval de Moraes,55272,16,,FALSE
1980 Summer Olympics,20,BRA,Weightlifting,"Featherweight, Men",29722,Paulo de Sene,55273,AC,,FALSE
1988 Summer Olympics,22,BRA,Weightlifting,"Lightweight, Men",29915,Edvaldo Santos,55276,17,,FALSE
1988 Summer Olympics,22,BRA,Weightlifting,"Middle-Heavyweight, Men",29942, Dimas,55271,21,,FALSE
1992 Summer Olympics,23,BRA,Weightlifting,"Heavyweight I, Men",30041, Dimas,55271,18,,FALSE
1996 Summer Olympics,24,BRA,Weightlifting,"Heavyweight I, Men",30132, Dimas,55271,21,,FALSE
2000 Summer Olympics,25,BRA,Weightlifting,"Flyweight, Women",30233,Maria Elisabete Jorge,94920,9,,FALSE
2008 Summer Olympics,53,BRA,Weightlifting,"Lightweight, Men",263015,Welison Rosa,116342,16,,FALSE
2012 Summer Olympics,54,BRA,Weightlifting,"Super-Heavyweight, Men",331126,Fernando Reis,121536,9,,FALSE
2012 Summer Olympics,54,BRA,Weightlifting,"Heavyweight, Women",331090,Jaqueline Ferreira,121557,5,,FALSE
2016 Summer Olympics,59,BRA,Weightlifting,"Light-Heavyweight, Men",354326,Welison Rosa,116342,17,,FALSE
2016 Summer Olympics,59,BRA,Weightlifting,"Heavyweight, Men",354344,Mateus Gregório,132950,DNF,,FALSE
2016 Summer Olympics,59,BRA,Weightlifting,"Super-Heavyweight, Men",354353,Fernando Reis,121536,5,,FALSE
2016 Summer Olympics,59,BRA,Weightlifting,"Featherweight, Women",354371,Rosane Santos,129363,5,,FALSE
2016 Summer Olympics,59,BRA,Weightlifting,"Heavyweight, Women",354407,Jaqueline Ferreira,121557,DNF,,FALSE
2020 Summer Olympics,61,BRA,Weightlifting,"Flyweight, Women",19002083, Nathasha Rosa,141189,DQ,,FALSE
2020 Summer Olympics,61,BRA,Weightlifting,"Heavyweight, Women",19002128,Jaqueline Ferreira,121557,12,,FALSE
1920 Summer Olympics,7,TCH,Weightlifting,"Featherweight, Men",28540,Ludvík Wágner,56808,5,,FALSE
1920 Summer Olympics,7,TCH,Weightlifting,"Light-Heavyweight, Men",28555,Jaroslav Dvořák,56774,8,,FALSE
1924 Summer Olympics,8,TCH,Weightlifting,"Featherweight, Men",28565,Antonín Hrabě,56778,9,,FALSE
1924 Summer Olympics,8,TCH,Weightlifting,"Lightweight, Men",28589,Bohumil Durdis,56773,3,Bronze,FALSE
1924 Summer Olympics,8,TCH,Weightlifting,"Middleweight, Men",28613,Josef Tomáš,56805,15,,FALSE
1924 Summer Olympics,8,TCH,Weightlifting,"Light-Heavyweight, Men",28637,Jaroslav Skobla,56798,8,,FALSE
1924 Summer Olympics,8,TCH,Weightlifting,"Light-Heavyweight, Men",28637,Bohumil Stinný,56801,DNF,,FALSE
1924 Summer Olympics,8,TCH,Weightlifting,"Heavyweight, Men",28661,František Fišer,56775,16,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Featherweight, Men",28688,Josef Vacek,56806,8,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Featherweight, Men",28688,František Vitašek,1800001,DNS,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Lightweight, Men",28702,Josef Matějček,56784,11,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Middleweight, Men",28716,Jan Kostrba,56782,11,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Middleweight, Men",28716,Bohumil Sýkora,56803,17,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Light-Heavyweight, Men",28730,"Václav Pšenička, Sr.",56794,4,,FALSE
1928 Summer Olympics,9,TCH,Weightlifting,"Heavyweight, Men",28744,Jaroslav Skobla,56798,3,Bronze,FALSE
1932 Summer Olympics,10,TCH,Weightlifting,"Heavyweight, Men",28814,Jaroslav Skobla,56798,1,Gold,FALSE
1932 Summer Olympics,10,TCH,Weightlifting,"Heavyweight, Men",28814,"Václav Pšenička, Sr.",56794,2,Silver,FALSE
1936 Summer Olympics,11,TCH,Weightlifting,"Featherweight, Men",28828,František Šimůnek,56797,18,,FALSE
1936 Summer Olympics,11,TCH,Weightlifting,"Lightweight, Men",28842,Antonín Balda,56763,13,,FALSE
1936 Summer Olympics,11,TCH,Weightlifting,"Middleweight, Men",28856,Josef Hantych,56776,10,,FALSE
